question_id,question_text,answer,question_title,hashtags,topics_algebra,topics_geometry,topics_trignometry,topics_arithmetic,calculator,answer_type,chart,length
problem1491,"Knowledge has three degrees, opinion, science, illumination. The means or instrument of the first is sense; of the second, dialectic; of the third, intuition.",1491,Plotinus,"Algebra,Geometry,Trignometry,Arithmetic,Calculator,Grid-In,Chart,Long",Algebra,Geometry,Trignometry,Arithmetic,Calculator,Grid-In,Chart,Long
problem1492,"Love vanquishes time. To lovers, a moment can be eternity, eternity can be the tick of a clock.",1492,Mary Parrish,"Geometry,Calculator,Grid-In,Chart,Long",,Geometry,,,Calculator,Grid-In,Chart,Long
problem1493,We never live; we are always in the expectation of living.,1493,Voltaire,"Algebra,Trignometry,Arithmetic,Calculator,Grid-In,Chart,Long",Algebra,,Trignometry,Arithmetic,Calculator,Grid-In,Chart,Long
problem1494,Think like a man of action; act like a man of thought.,1494,Henri L. Bergson,"Arithmetic,Calculator,Grid-In,No Chart,Short",,,,Arithmetic,Calculator,Grid-In,No Chart,Short
problem1495,"You can complain because roses have thorns, or you can rejoice because thorns have roses.",1495,Ziggy,"Algebra,Geometry,Trignometry,No Calculator,Grid-In,No Chart,Long",Algebra,Geometry,Trignometry,,No Calculator,Grid-In,No Chart,Long
problem1496,"There is not one big cosmic meaning for all, there is only the meaning we each give to our life.",1496,Anais Nin,"Algebra,Geometry,Trignometry,Arithmetic,No Calculator,Grid-In,Chart,Short",Algebra,Geometry,Trignometry,Arithmetic,No Calculator,Grid-In,Chart,Short
problem1497,"A leader is best when people barely know he exists, when his work is done, his aim fulfilled, they will say: we did it ourselves.",1497,Lao Tzu,"Algebra,No Calculator,Grid-In,No Chart,Short",Algebra,,,,No Calculator,Grid-In,No Chart,Short
problem1498,Time you enjoyed wasting was not wasted.,1498,John Lennon,"Geometry,Calculator,Multiple Choice,No Chart,Long",,Geometry,,,Calculator,Multiple Choice,No Chart,Long
problem1499,You will never be happy if you continue to search for what happiness consists of. You will never live if you are looking for the meaning of life.,1499,Albert Camus,"Trignometry,Arithmetic,Calculator,Multiple Choice,Chart,Long",,,Trignometry,Arithmetic,Calculator,Multiple Choice,Chart,Long
problem1500,"Genuine sincerity opens people's hearts, while manipulation causes them to close.",1500,Daisaku Ikeda,"Algebra,Geometry,Trignometry,Arithmetic,Calculator,Grid-In,No Chart,Short",Algebra,Geometry,Trignometry,Arithmetic,Calculator,Grid-In,No Chart,Short
problem1501,"To give ones self earnestly to the duties due to men, and, while respecting spiritual beings, to keep aloof from them, may be called wisdom.",1501,Confucius,"Geometry,Trignometry,Arithmetic,Calculator,Multiple Choice,Chart,Short",,Geometry,Trignometry,Arithmetic,Calculator,Multiple Choice,Chart,Short
problem1502,A man's dreams are an index to his greatness.,1502,Zadok Rabinowitz,"Geometry,Arithmetic,No Calculator,Grid-In,Chart,Long",,Geometry,,Arithmetic,No Calculator,Grid-In,Chart,Long
problem1503,This is the final test of a gentleman: his respect for those who can be of no possible value to him.,1503,William Lyon Phelps,"Geometry,Trignometry,No Calculator,Grid-In,Chart,Short",,Geometry,Trignometry,,No Calculator,Grid-In,Chart,Short
problem1504,You teach best what you most need to learn.,1504,Richard Bach,"Arithmetic,Calculator,Grid-In,No Chart,Long",,,,Arithmetic,Calculator,Grid-In,No Chart,Long
problem1505,"Continuous effort, not strength or intelligence, is the key to unlocking our potential.",1505,Winston Churchill,"Algebra,Geometry,Trignometry,No Calculator,Grid-In,No Chart,Short",Algebra,Geometry,Trignometry,,No Calculator,Grid-In,No Chart,Short
problem1506,Obstacles are those frightful things you see when you take your eyes off your goal.,1506,Henry Ford,"Algebra,Geometry,Trignometry,Arithmetic,Calculator,Grid-In,Chart,Long",Algebra,Geometry,Trignometry,Arithmetic,Calculator,Grid-In,Chart,Long
problem1507,Go for it now. The future is promised to no one.,1507,Wayne Dyer,"Algebra,Geometry,Arithmetic,No Calculator,Multiple Choice,Chart,Long",Algebra,Geometry,,Arithmetic,No Calculator,Multiple Choice,Chart,Long
problem1508,Never tell a young person that anything cannot be done. God may have been waiting centuries for someone ignorant enough of the impossible to do that very thing.,1508,John Holmes,"Geometry,Arithmetic,Calculator,Grid-In,No Chart,Short",,Geometry,,Arithmetic,Calculator,Grid-In,No Chart,Short
problem1509,Bold is not the act of foolishness but the attribute and inner strength to act when others will not so as to move forward not backward.,1509,Byron Pulsifer,"Algebra,Geometry,Trignometry,Arithmetic,No Calculator,Grid-In,No Chart,Long",Algebra,Geometry,Trignometry,Arithmetic,No Calculator,Grid-In,No Chart,Long
problem1510,"If we look at the world with a love of life, the world will reveal its beauty to us.",1510,Daisaku Ikeda,"Trignometry,Arithmetic,Calculator,Multiple Choice,Chart,Long",,,Trignometry,Arithmetic,Calculator,Multiple Choice,Chart,Long
problem1511,In skating over thin ice our safety is in our speed.,1511,Ralph Emerson,"Geometry,Arithmetic,Calculator,Multiple Choice,Chart,Short",,Geometry,,Arithmetic,Calculator,Multiple Choice,Chart,Short
problem1512,"When you discover your mission, you will feel its demand. It will fill you with enthusiasm and a burning desire to get to work on it.",1512,W. Clement Stone,"Geometry,Trignometry,Calculator,Multiple Choice,Chart,Short",,Geometry,Trignometry,,Calculator,Multiple Choice,Chart,Short
problem1513,Never promise more than you can perform.,1513,Publilius Syrus,"Algebra,Trignometry,Calculator,Multiple Choice,No Chart,Short",Algebra,,Trignometry,,Calculator,Multiple Choice,No Chart,Short
problem1514,"If you don't go after what you want, you'll never have it. If you don't ask, the answer is always no. If you don't step forward, you're always in the same place.",1514,Nora Roberts,"Calculator,Multiple Choice,Chart,Long",,,,,Calculator,Multiple Choice,Chart,Long
problem1515,I can't believe that God put us on this earth to be ordinary.,1515,Lou Holtz,"Geometry,Arithmetic,No Calculator,Multiple Choice,Chart,Short",,Geometry,,Arithmetic,No Calculator,Multiple Choice,Chart,Short
problem1516,There are no limitations to the mind except those we acknowledge.,1516,Napoleon Hill,"Algebra,Calculator,Multiple Choice,No Chart,Short",Algebra,,,,Calculator,Multiple Choice,No Chart,Short
problem1517,"It is through science that we prove, but through intuition that we discover.",1517,Jules Poincare,"Arithmetic,No Calculator,Multiple Choice,No Chart,Short",,,,Arithmetic,No Calculator,Multiple Choice,No Chart,Short
problem1518,"Don't be dismayed by good-byes. A farewell is necessary before you can meet again. And meeting again, after moments or lifetimes, is certain for those who are friends.",1518,Richard Bach,"Trignometry,Arithmetic,No Calculator,Grid-In,No Chart,Short",,,Trignometry,Arithmetic,No Calculator,Grid-In,No Chart,Short
problem1519,"If someone in your life talked to you the way you talk to yourself, you would have left them long ago.",1519,Carla Gordon,"Algebra,Geometry,Trignometry,Arithmetic,Calculator,Multiple Choice,Chart,Long",Algebra,Geometry,Trignometry,Arithmetic,Calculator,Multiple Choice,Chart,Long
problem1520,The cosmos is neither moral or immoral; only people are. He who would move the world must first move himself.,1520,Edward Ericson,"Algebra,Geometry,Calculator,Multiple Choice,Chart,Long",Algebra,Geometry,,,Calculator,Multiple Choice,Chart,Long
problem1521,"If you lose today, win tomorrow. In this never-ending spirit of challenge is the heart of a victor.",1521,Daisaku Ikeda,"Arithmetic,Calculator,Multiple Choice,No Chart,Short",,,,Arithmetic,Calculator,Multiple Choice,No Chart,Short
problem1522,"There is a way that nature speaks, that land speaks. Most of the time we are simply not patient enough, quiet enough, to pay attention to the story.",1522,Linda Hogan,"Algebra,Geometry,Calculator,Multiple Choice,No Chart,Long",Algebra,Geometry,,,Calculator,Multiple Choice,No Chart,Long
problem1523,I cannot say whether things will get better if we change; what I can say is they must change if they are to get better.,1523,Georg Lichtenberg,"Geometry,No Calculator,Grid-In,No Chart,Short",,Geometry,,,No Calculator,Grid-In,No Chart,Short
problem1524,The greater part of human pain is unnecessary. It is self-created as long as the unobserved mind runs your life.,1524,Eckhart Tolle,"Algebra,Trignometry,Arithmetic,Calculator,Grid-In,No Chart,Short",Algebra,,Trignometry,Arithmetic,Calculator,Grid-In,No Chart,Short
problem1525,"Blessed is the man who expects nothing, for he shall never be disappointed.",1525,Alexander Pope,"Algebra,Trignometry,No Calculator,Multiple Choice,No Chart,Long",Algebra,,Trignometry,,No Calculator,Multiple Choice,No Chart,Long
problem1526,He who knows others is wise. He who knows himself is enlightened.,1526,Lao Tzu,"Arithmetic,Calculator,Grid-In,Chart,Long",,,,Arithmetic,Calculator,Grid-In,Chart,Long
problem1527,The best way to predict your future is to create it.,1527,Peter Drucker,"Arithmetic,No Calculator,Grid-In,Chart,Short",,,,Arithmetic,No Calculator,Grid-In,Chart,Short
problem1528,"A garden is always a series of losses set against a few triumphs, like life itself.",1528,May Sarton,"Trignometry,Calculator,Grid-In,Chart,Long",,,Trignometry,,Calculator,Grid-In,Chart,Long
problem1529,"If facts are the seeds that later produce knowledge and wisdom, then the emotions and the impressions of the senses are the fertile soil in which the seeds must grow.",1529,Rachel Carson,"Geometry,Trignometry,Arithmetic,No Calculator,Multiple Choice,No Chart,Short",,Geometry,Trignometry,Arithmetic,No Calculator,Multiple Choice,No Chart,Short
problem1530,Never mistake motion for action.,1530,Ernest Hemingway,"Arithmetic,Calculator,Multiple Choice,No Chart,Long",,,,Arithmetic,Calculator,Multiple Choice,No Chart,Long
problem1531,"One needs something to believe in, something for which one can have whole-hearted enthusiasm. One needs to feel that ones life has meaning, that one is needed in this world.",1531,Hannah Senesh,"Geometry,Arithmetic,No Calculator,Multiple Choice,Chart,Long",,Geometry,,Arithmetic,No Calculator,Multiple Choice,Chart,Long
problem1532,"One who is too insistent on his own views, finds few to agree with him.",1532,Lao Tzu,"Trignometry,Calculator,Multiple Choice,Chart,Long",,,Trignometry,,Calculator,Multiple Choice,Chart,Long
problem1533,"Translation is the paradigm, the exemplar of all writing. It is translation that demonstrates most vividly the yearning for transformation that underlies every act involving speech, that supremely human gift.",1533,Harry Burchell Mathews,"Calculator,Multiple Choice,Chart,Short",,,,,Calculator,Multiple Choice,Chart,Short
problem1534,"Meditation is the dissolution of thoughts in eternal awareness or Pure consciousness without objectification, knowing without thinking, merging finitude in infinity.",1534,Voltaire,"Algebra,Geometry,Arithmetic,Calculator,Grid-In,No Chart,Long",Algebra,Geometry,,Arithmetic,Calculator,Grid-In,No Chart,Long
problem1535,"The reasonable man adapts himself to the world; the unreasonable man persists in trying to adapt the world to himself. Therefore, all progress depends on the unreasonable man.",1535,George Shaw,"Algebra,Trignometry,Arithmetic,No Calculator,Grid-In,No Chart,Short",Algebra,,Trignometry,Arithmetic,No Calculator,Grid-In,No Chart,Short
problem1536,Good instincts usually tell you what to do long before your head has figured it out.,1536,Michael Burke,"Algebra,Trignometry,Calculator,Grid-In,Chart,Short",Algebra,,Trignometry,,Calculator,Grid-In,Chart,Short
problem1537,It isn't what happens to us that causes us to suffer; it's what we say to ourselves about what happens.,1537,Pema Chodron,"Geometry,Arithmetic,Calculator,Grid-In,Chart,Long",,Geometry,,Arithmetic,Calculator,Grid-In,Chart,Long
problem1538,Those who dream by day are cognizant of many things which escape those who dream only by night.,1538,Edgar Allan Poe,"Trignometry,Arithmetic,Calculator,Grid-In,Chart,Long",,,Trignometry,Arithmetic,Calculator,Grid-In,Chart,Long
problem1539,We cannot hold a torch to light another's path without brightening our own.,1539,Ben Sweetland,"Algebra,Geometry,Trignometry,No Calculator,Grid-In,No Chart,Long",Algebra,Geometry,Trignometry,,No Calculator,Grid-In,No Chart,Long
problem1540,"You are never given a wish without also being given the power to make it come true. You may have to work for it, however.",1540,Richard Bach,"Algebra,Trignometry,No Calculator,Multiple Choice,Chart,Short",Algebra,,Trignometry,,No Calculator,Multiple Choice,Chart,Short
problem1541,"Kind words can be short and easy to speak, but their echoes are truly endless.",1541,Mother Teresa,"Algebra,Arithmetic,No Calculator,Multiple Choice,No Chart,Long",Algebra,,,Arithmetic,No Calculator,Multiple Choice,No Chart,Long
problem1542,Count your joys instead of your woes. Count your friends instead of your foes.,1542,,"Geometry,Calculator,Grid-In,Chart,Long",,Geometry,,,Calculator,Grid-In,Chart,Long
problem1543,"Dreams come true. Without that possibility, nature would not incite us to have them.",1543,John Updike,"Trignometry,Calculator,Multiple Choice,Chart,Short",,,Trignometry,,Calculator,Multiple Choice,Chart,Short
problem1544,Staying in one place is the best path to be taken over and surpassed by many.,1544,Byron Pulsifer,"Geometry,Arithmetic,No Calculator,Grid-In,No Chart,Short",,Geometry,,Arithmetic,No Calculator,Grid-In,No Chart,Short
problem1545,Imagination will often carry us to worlds that never were. But without it we go nowhere.,1545,Carl Sagan,"Calculator,Grid-In,No Chart,Long",,,,,Calculator,Grid-In,No Chart,Long
problem1546,"When one door of happiness closes, another opens; but often we look so long at the closed door that we do not see the one which has been opened for us.",1546,Helen Keller,"Algebra,Trignometry,Arithmetic,Calculator,Multiple Choice,Chart,Short",Algebra,,Trignometry,Arithmetic,Calculator,Multiple Choice,Chart,Short
problem1547,A leader or a man of action in a crisis almost always acts subconsciously and then thinks of the reasons for his action.,1547,Jawaharlal Nehru,"Algebra,Arithmetic,Calculator,Multiple Choice,No Chart,Long",Algebra,,,Arithmetic,Calculator,Multiple Choice,No Chart,Long
problem1548,I have no special talent. I am only passionately curious.,1548,Albert Einstein,"Geometry,Trignometry,Arithmetic,No Calculator,Grid-In,Chart,Long",,Geometry,Trignometry,Arithmetic,No Calculator,Grid-In,Chart,Long
problem1549,"I endeavour to be wise when I cannot be merry, easy when I cannot be glad, content with what cannot be mended and patient when there is no redress.",1549,Elizabeth Montagu,"Arithmetic,Calculator,Multiple Choice,Chart,Long",,,,Arithmetic,Calculator,Multiple Choice,Chart,Long
